Artist,Title,Genre,Year,Duration,Loudness
Leaders Of The New School,Zearocks (LP Version),hip hop,1993,84.74077,-9.201
Minnie Riperton,Lovin' You,disco,1974,224.67873,-13.895
Mötley Crüe,Merry-Go-Round,heavy metal,1981,201.40363,-7.606
The Killers,A Dustland Fairytale,rock,2008,225.12281,-4.808
Tha Liks,Intro,hip hop,2001,43.2322,-12.577
It Dies Today,One the road (to Damnation),post-hardcore,2006,179.40853,-4.027
Seventh Day Slumber,Shattered Life,rock,2005,209.73669,-5.324
Mouth Of The Architect,Harboring An Apparition,rock,2006,475.21914,-8.316
David Arkenstone,The Forgotten Lands,electronic,1996,314.5922,-14.881
Danny Williams,The Wonderful World Of The Young,rock,1998,168.01914,-14.517
Blind Willie Johnson,God Don't Never Change,blues,1989,172.25098,-16.159
Moonspell,The Hanged Man,death metal,1998,386.19383,-8.087
Samy Deluxe,Die Meisten,hip hop,2001,235.98975,-7.557
Drop Dead_ Gorgeous,Are You Happy (Album Version),screamo,2006,96.10404,-3.973
The Jam,Start!,new wave,1980,147.64363,-12.793
Dilated Peoples Featuring Black Thought,Hard Hitters,hip hop,2001,236.72118,-5.265
Phantom Planet,The Meantime,rock,2004,209.34485,-4.507
Tim Exile,Fortress,breakcore,2009,369.57995,-6.555
Bad Company,Crazy Circles,blues-rock,1979,211.1473,-8.958
Madonna,Papa Don't Preach,dance pop,1986,269.58322,-3.579
Public Image Ltd,This Is Not A Love Song,dance rock,1983,251.50649,-10.347
Joe Bonamassa,I Know A Place,blues,2010,258.7424,-7.355
Asleep At The Wheel,The Letter That Johnny Walker Read,western swing,2002,238.21016,-9.02
Mindy McCready,Ten Thousand Angels,female vocalist,1996,231.83628,-6.156
Joy Division,Leaders Of Men,indie,1978,141.08689,-6.021
María Elena Walsh,La Mona Jacinta,lullaby,2000,150.09914,-12.517
New Found Glory,Don't Let Her Pull You Down,rock,2009,208.27383,-3.301
Jeremy Spencer,It Hurts Me Too,rock,2006,289.77587,-11.992
Guns N' Roses,Patience,rock,1988,402.36363,-5.454
Justo Almario,In Your Dreams,jazz,1995,243.43465,-8.864
Strata,Night Falls (The Weight Of It),post-grunge,2007,201.27302,-3.892
Willie Isz,Violet Heart Box,hip hop,2009,338.72934,-6.988
Sade,All About Our Love,jazz,2000,160.62649,-8.211
Deep Blue Something,Gammer Gerten's Needle,post-grunge,1995,199.3922,-7.335
Little Willie John,Leave My Kitten Alone,blues,1991,147.25179,-10.978
Kevin Max,Baby_ I'm Your Man,christian rock,2008,219.01016,-6.968
Owsley,Class Clown/Good Old Days (Reprise),power pop,1999,348.02893,-8.022
4Him,Strange Way To Save The World,ccm,2000,270.28853,-12.922
themselves,Crayon Sharpener,hip hop,2003,271.43791,-13.017
Dinosaur Jr.,Does It Float,indie rock,1985,198.53016,-5.233
Toni Braxton Featuring Babyface,Give U My Heart,rock,2003,240.61342,-4.225
Kanye West,Diamonds From Sierra Leone,hip hop,2005,247.64036,-5.597
Floyd Cramer,Near You,instrumental pop,1964,117.4722,-16.438
Carlos Nuñez,Gabriel's Oboe (La Mision),folk,2007,179.64363,-10.375
Wyclef Jean featuring Prodigy of Mobb Deep,Rebel Music,hip hop,2003,237.50485,-3.909
Jimmy Page,Wailing Sounds,hard rock,2004,157.02159,-4.813
Soul Ballet,Tuscan Chica,smooth jazz,2007,462.07955,-6.947
Al DiMeola,God Bird Change,jazz,1982,231.00036,-10.841
Rubyhorse,Evergreen,rock,2002,266.03057,-6.404
Shamen,Transamazonia (Deep Dish No Doze Mix),electronic,1995,600.37179,-7.512
Alexander O'Neal,Unbreak My Heart,disco,2008,267.25832,-7.367
Jerry Reed,Woman Shy,rockabilly,1967,135.18322,-13.941
Gene Autry,Frankie And Johnny,oldies,1996,163.52608,-17.123
Gisselle,Tocame,merengue,2008,243.61751,-3.628
Happy Mondays,Performance (Remastered),rock,1988,243.25179,-9.944
Marvin Hamlisch,Anya,singer-songwriter,1977,201.45587,-25.604
Zuma,Juno,pop,2001,735.60771,-7.662
Harry Choates,Jolie Blon's Gone,western swing,2005,177.78893,-11.87
Café Quijano,En mis besos,rock,2001,215.2224,-10.41
Beastie Boys,Crawlspace,hip hop,2004,173.60934,-6.601
Martina McBride,Pick Me Up On Your Way Down,pop,2005,160.62649,-6.94
David Benoit,Frieda,nu jazz,2000,274.1024,-10.03
Ana Popovic,Shadow After Dark,blues-rock,2007,263.83628,-5.212
Dora The Explorer,Limbo Rock,soundtrack,2006,159.29424,-6.014
Defari,Xtra Thump (Featuring Tash from Tha Alkaholiks),hip hop,2003,178.72934,-5.132
Bounty Killer,Cellular Phone,reggae,1995,205.29587,-5.758
Lole y Manuel,Aljarafe,flamenco,1992,141.66159,-16.465
Irwin Goodman,Yhteinen koti,rock,2001,194.32444,-12.374
32 Leaves,Way Beyond,rock,2009,233.66485,-6.446
Louie Ramirez,It's Not What You Say,salsa,1968,174.10567,-8.192
Kathleen Madigan,Oprah (Album Version),comedy,2006,92.00281,-12.884
Coldplay,The World Turned Upside Down,rock,2005,269.34812,-6.294
2raumwohnung,Mädchen mit Plan,indie pop,2002,272.95302,-9.846
Lily Allen,Everyone's At It,ska,2009,277.83791,-6.399
Foghat,Slow Ride [Live Version],hard rock,1977,501.2371,-9.817
Bruno Sanfilippo,The Fourth Wish,electronic,2006,398.602,-16.864
Skeletonwitch,Within My Blood,black metal,2004,252.08118,-5.131
Lighthouse Family,Ocean Drive,blue-eyed soul,1995,241.8673,-8.03
Peggy Lee,Mr. Wonderful,jazz,1992,200.6722,-13.269
Los Auténticos Decadentes,El Jorobadito,rock,1989,223.97342,-7.364
Onesidezero,Eight (Album Version),nu metal,2001,281.12934,-6.765
The Five Stairsteps,Danger! She's A Stranger,chicago soul,2005,165.74649,-8.701
Jazz Gillum,Boar Hog Blues,chicago blues,1997,170.9971,-15.08
Leigh Jones,Same Game,jazz,2008,200.51546,-7.076
Freddie King,Five Long Years,texas blues,1971,263.65342,-11.832
Lexie Mountain Boys,Where We Are From,rock,2006,247.11791,-24.19
Truckfighters,Traffic,stoner rock,2007,270.44526,-4.935
Milk Inc.,Breakin',progressive trance,2006,206.75873,-6.704
Dave Valentin,Sunshower,latin jazz,1999,277.21098,-12.183
Axe,Midnight  (LP Version),hard rock,1983,211.53914,-7.465
Evanescence,Good Enough,rock,2006,331.36281,-12.527
Jose Luis Perales,Samaritanas Del Amor,latin pop,1984,199.94077,-7.392
Sam Baker,I Can't Stand It,funk,2005,144.74404,-14.849
Samy Deluxe,Ain`t got nothing ( feat. David Banner & Eddy Soulo ),hip hop,2005,234.05669,-5.914
unloco,Bystander (Album Version),alternative metal,2001,362.34404,-7.015
Los Del Rio,Macarena,dance pop,1993,251.21914,-5.224
John Williams,Old Man Rocking Chair,soundtrack,2004,132.64934,-11.145
The Impressions,Need To Belong To Someone,chicago soul,1972,236.69506,-8.671
Gorillaz,Rock The House (Radio Edit),hip hop,2001,183.53587,-7.173
Jacques Dutronc,Les Femmes Des Autres,chanson,1969,189.85751,-8.669
Iggy And The Stooges,1969,rock,1969,220.78649,-8.943
Neil Diamond,Reminisce For A While (Sung With Raul Malo),rock,1996,267.57179,-9.413
Mariah Carey Featuring Da Brat & JD,Honey,dance pop,1997,314.122,-10.728
Christina Aguilera,Beautiful,dance pop,2002,236.95628,-3.924
Memphis Jug Band,Memphis Jug,blues,2001,187.53261,-17.186
Irma Thomas,We All Need Love,blues,2008,190.9024,-11.975
Taking Back Sunday,I Am Fred Astaire (Album Version),rock,2004,223.39873,-4.495
T-Bone Walker,Mean Old World Blues,blues,1983,174.96771,-15.852
Socialburn,Everyone (LP Version),post-grunge,2003,241.84118,-5.134
EPMD,Check 1_2,hip hop,1999,196.91057,-7.481
High Strung_ The,Show a Sign of Life,indie rock,2003,123.8722,-4.399
Black Debbath,Ville Eyolf,blues,2006,276.21832,-5.812
Sade,Slave Song,jazz,2000,252.47302,-10.007
50 Cent,U Not Like Me,gangster rap,2002,255.63383,-3.084
Cocoa Tea,Can't Stop Cocoa Tea,reggae,1991,162.35057,-17.422
Mike Bloomfield,Junko partner,blues,1996,284.1073,-12.727
Darwin's Waiting Room,Spent,rock,2001,204.79955,-6.407
Thrice,All That's Left,rock,2003,201.58649,-2.87
Jack Johnson,It's All Understood,rock,2000,215.87546,-15.901
John Mayall & The Bluesbreakers,Looking Back,blues,1997,157.20444,-13.454
Shinehead,Golden Touch (LP Version),reggae,1988,242.6771,-23.202
Mademoiselle Sane,Cabaret,cabaret,2007,173.13914,-6.455
TAKARU,Idnnitkhtr,rock,2004,128.33914,-6.1
Harry Gregson-Williams,The Ball,soundtrack,2004,69.642,-8.967
Paul Stanley,Move On,hard rock,1978,191.55546,-7.196
Dario Marianelli,Why Did You All Lie to Me?,jazz,2009,262.94812,-25.369
Cut Copy,Cold Youth,pop,2008,289.04444,-2.846
Professor Longhair,Bald Head,blues,1980,153.49506,-15.572
Teenage Fanclub,It's All In My Mind,indie rock,2005,221.41342,-7.603
Robert Palmer,Some Guys Have All The Luck,rock,1981,184.34567,-8.105
2 Minutos,14 Botellas,punk,1994,52.32281,-14.089
Busdriver,Sun Shower - Cadence Weapon Remix (Cd),indie rock,2007,316.21179,-7.64
Floor,Assassin,doom metal,2002,117.02812,-7.24
Daryl Hall & John Oates,Only Love,pop rock,1990,276.6624,-12.086
Tiny Bradshaw,Well Oh Well,blues,2004,158.82404,-6.627
Liam O'Flynn,Romeo's Exile,celtic,1995,234.10893,-9.148
Screamin' Jay Hawkins,What's Gonna Happen On the 8th Day,r&b,1996,301.13914,-7.401
Gene Autry,Blueberry Hill,oldies,1992,155.53261,-15.971
John Cale,Song Of The Valley,experimental rock,1985,307.22567,-14.399
Poncho Sanchez,Ju Ju,latin jazz,2001,427.07546,-9.428
Panic! At The Disco,I Constantly Thank God For Esteban (Album Version),rock,2005,210.25914,-5.72
Lyrics Born,Is It The Skin I'm In?,hip hop,2008,233.32526,-5.755
Nicolas Bacchus,Préliminaires_ par Philippe Pagès (feat. Philippe Pagès),chanson francaise,2002,65.61914,-18.463
Chris Rea,Josephine (French Edit),singer-songwriter,2008,236.35546,-7.186
Power Pill Fist,Chuckanut Drive,electronic,2008,291.42159,0.566
T.I.,Why U Mad At Me (Explicit Screwed Version),rap,2004,258.92526,-5.81
Olivia Ruiz,Enervé,chanson,2004,230.24281,-5.106
Fall Out Boy,(Coffee's For Closers),pop punk,2008,275.3824,-3.214
Year of Desolation,The Legend of Yellow Boobie,death metal,2005,337.76281,-5.623
Britny Fox,Over And Out [Album Version],hard rock,1991,285.02159,-12.159
Alexander O'Neal,Saturday Love,disco,2008,301.45261,-8.326
Long Beach Dub Allstars,Like A Dog,dub,1999,213.62893,-6.969
Jah Cure,How Can I,reggae,2003,240.48281,-6.335
The Abominable Iron Sloth,Sailing To The Edge Of The Earth,rock,2006,130.45506,-12.748
Robin Beanland/Dweezil Zappa/Nile Rodgers/Rabbit In The Moon,Conker The King,video game music,2005,131.65669,-14.707
Enrique Iglesias,Can You Hear Me,dance pop,2008,234.81424,-4.704
Jim Reeves,True,country gospel,2000,151.58812,-14.547
Jackie Wilson,Why Can't You Be Mine,rock,1958,120.76363,-9.9
Maria Muldaur,It Ain't The Meat It's The Motion,dance pop,1974,180.87138,-5.959
Deftones,Korea (LP Version),rock,2000,203.59791,-3.145
1. Futurologischer Congress,Machinenfunk,electronic,1982,204.93016,-10.644
Aaron Watson,Thats What I Like About a Country Song,honky tonk,2008,170.84036,-9.909
Eagles Of Death Metal,(I Used To Couldn't Dance) Tight Pants,hard rock,2008,215.64036,-4.462
John Hammond,Big Boss Man,blues,1965,162.71628,-11.726
BT,Henrys Death,rock,2005,214.54322,-7.652
Juana Molina,El Perro,electronic,2003,401.65832,-14.129
Tito Puenté,Bata 6/8,salsa,1987,362.50077,-25.499
Captain Hollywood Project,The Way Love Is,dance pop,1995,338.36363,-8.67
Kathy Troccoli,Never My Love,ccm,1994,251.29751,-10.851
Keep Of Kalessin,As Mist Lay Silent Beneath,black metal,1999,340.4273,-5.298
Alice In Chains,Take Her Out,rock,2009,239.35955,-4.994
The Maine,You Left Me,power pop,2008,209.00526,-4.92
Jimmie Vaughan,Don't Cha Know,blues-rock,1994,260.72771,-9.508
Josh Groban,February Song [Live],pop,2008,311.14404,-9.55
Billie Jo Spears,'57 Chevrolet,oldies,1990,173.68771,-12.957
Bryan Ferry,2HB (1999 Digital Remaster),glam rock,1976,194.61179,-8.903
Johnny Horton,The Battle Of New Orleans,rock,1959,148.79302,-8.601
Delbert McClinton,Lover In Demand,blues-rock,2000,105.35138,-11.187
Hatebreed,Mark My Words (Album Version),hardcore punk,1997,111.22893,-5.665
Confetti's,C Day (Maxi Club Version),new beat,2001,312.45016,-5.671
Small Faces,Itchycoo Park,pop rock,1967,172.72118,-8.643
Aesop Rock,Coma,indie,2001,236.64281,-8.025
Joe Lopez,Me Duele,blues,2004,199.36608,-7.434
Jesus Jones,Nothing To Hold Me,dance rock,1990,201.16853,-13.419
Liars,Leather Prowler,indie rock,2007,265.09016,-10.578
Grandmaster Flash,Underarms,hip hop,1987,190.17098,-15.494
Jars Of Clay,Love Me,rock,2006,191.81669,-4.888
Yami Bolo,Put Down Your Weapons,reggae,2000,219.402,-9.07
Deftones,Diamond Eyes (Album Version),rock,2010,188.26404,-4.365
John Mayall,The Witching Hour,blues,2002,262.79138,-5.549
Lara Fabian,L'Amour Existe Encore,ballad,2009,229.72036,-7.336
Spliff,Heut' Nacht,rock,1982,264.41098,-18.576
Rita Chiarelli,This Is My Life,blues,1992,252.682,-11.482
Trick Trick / Obie Trice,War,hip hop,2005,266.78812,-6.858
Joey Negro,Make A Move On Me,electronic,2005,535.69261,-6.983
Patty Griffin,All Creatures Of Our God And King,rock,2010,256.39138,-14.966
Rita Chiarelli,Chiove,blues,2006,228.38812,-16.107
Aerosmith,Crazy,hard rock,1993,318.61506,-4.43
Roger Creager,All For The Sake Of The Song,singer-songwriter,2003,277.55057,-9.776
Sleepy John Estes,Down South Blues,blues,1935,188.26404,-18.335
Professor Longhair,Doin' It,blues,1985,242.31138,-13.715
Suicidal Tendencies,Looking In Your Eyes,hardcore punk,1987,167.78404,-9.966
Alice Cooper,Goin' To The River,rock,1982,210.54649,-10.992
Marc Shaiman,Best In LA,soundtrack,2008,81.18812,-25.359
Bobby Pulido,La Bruja Chafa,tejano,1999,182.80444,-9.039
Jesse Malin,Walk On The Wild Side,singer-songwriter,2008,238.52363,-8.14
Zbigniew Preisner,The Court,rock,1994,63.63383,-31.708
Red Hot Chili Peppers,Parallel Universe (Album Version),rock,1999,269.34812,-2.976
Josh Groban,Lullaby [With Ladysmith Black Mambazo] (Album Version),pop,2006,152.0322,-15.95
Free,Heartbreaker,reggae,1972,229.56363,-11.68
Bedrock,Emerald,progressive house,2004,501.86404,-14.442
Alicia Keys,Karma,blues,2003,255.99955,-6.155
Light Of The World,Pete's Crusade,disco,1980,247.74485,-13.546
Will Ackerman,A Movie Of A Placid Lake On A Moonless Night in September,chamber jazz,1992,384.60036,-18.891
Samy Deluxe,Denk,hip hop,2004,237.19138,-5.129
Casiotone For The Painfully Alone,Attic Room,electronic,2003,188.94322,-7.549
Daniel Johnston,The Story Of An Artist,alternative,1982,296.54159,-12.162
Firehouse,Talk Of The Town,hard rock,1992,278.12526,-7.352
Les Rythmes Digitales feat. Nik Kershaw,Sometimes,electronic,1999,297.45587,-4.249
Seventh Day Slumber,Famous One,rock,2009,265.82159,-5.742
Jennifer Lopez,I'm Glad,dance pop,2002,224.39138,-5.229
Najoua Belyzel,Ma vie n'est pas la tienne (album),electronic,2009,237.71383,-7.881
Bobby Darin,"Theme From ""Come September"" (LP Version)",brill building pop,2003,155.6371,-15.437
David Rose & His Orchestra,One Love,orchestra,2004,179.98322,-16.877
fIREHOSE,Let The Drummer Have Some,rock,1989,61.83138,-21.439
Zombie Girl,The Darkness (Komor Kommando Mix),electro,2009,256.73098,-7.479
Bobby Valentin,Yo Soy Abacua,boogaloo,1970,177.50159,-9.054
Less Than Jake,Fucked,ska,1995,82.65098,-12.558
Hank Locklin,Let Me Be the One,honky tonk,1995,150.282,-12.804
Young-Holt Unlimited,Wichita Lineman (LP Version),jazz,1970,243.66975,-12.77
Bloc Party,Zephyrus,rock,2008,247.97995,-9.237
Atomic Rooster,Take It For Granted,hard rock,2005,249.93914,-13.832
unloco,Nothing (Album Version),alternative metal,2001,163.86567,-5.653
Bruno Sanfilippo,The Flight of the serpentarius,electronic,1991,291.082,-23.779
Janet Jackson Featuring Kanye West,My Baby (Feat. Kanye West),dance pop,2004,257.14893,-6.946
Radiohead,2 + 2 = 5,rock,2003,198.47791,-5.636
The Last Vegas,Another Lover,hard rock,2009,237.11302,-3.492
Beneath The Sky,No Such Thing As Control (Album Version),hardcore punk,2007,275.9571,-3.996
Schoolyard Heroes,The Last Man On Earth,rock,2007,202.00444,-12.826
Total Fucking Destruction,Enslaved By Propaganda,grindcore,2007,132.17914,-5.021
Adam Ant,Mohair Locker Room Pin-Up Boys,rock,1998,226.5073,-12.108
Phil Collins,Testify,soft rock,2002,392.82893,-5.295
The Prodigy,Firestarter,rave,1996,225.09669,-6.504
Commander Cody And His Lost Planet Airmen,Cajun Baby (LP Version),rockabilly,1975,161.88036,-3.471
Eminem,Just Don't Give A Fuck,hip hop,1998,242.62485,-2.198
Sonora Carruseles,Que Suene Mi Campana,salsa,2000,264.07138,-5.878
Bad Religion,You Don't Belong,hardcore punk,2002,169.87383,-4.716
Marco Beltrami,1001 Robots,soundtrack,2004,256.39138,-18.41
Gwen Stefani,4 In The Morning,rock,2006,294.19057,-6.805
The Zebras,Marching,rock,2006,131.68281,-6.583
Naughty By Nature,Ring The Alarm,rap,1999,236.95628,-6.774
SUMO,Noche De Paz,electro,1987,127.05914,-5.454
EPMD,For My People,hip hop,1990,188.31628,-10.553
Zbigniew Preisner,Leaving The Docks,rock,1993,87.45751,-25.221
Sunnyland Slim,Midnight Jump,blues,1994,246.04689,-18.679
Sex Pistols,Looking For A Kiss,punk,1977,190.74567,-6.617
Malkit Singh,Holli Holi Nach Kuriye,downtempo,2007,430.94159,-10.743
David Bowie,Baal's Hymn,dance rock,1982,243.06893,-10.502
K's Choice,God In My Bed,post-grunge,1998,183.09179,-14.469
El Gran Combo De Puerto Rico,No Hay Manera,boogaloo,2006,271.64689,-7.537
Carlos Nuñez,St Patrick's An Dro,folk,2003,213.89016,-8.295
Fabolous,In My Hood (Explicit Album Version),rap,2004,319.92118,-4.636
Silverstein,Defend You (Album Version),emo,2005,208.16934,-2.14
The Distillers,Coral Fang (Album Version),punk,2003,129.59302,-3.698
Remy Shand,The Second One,hip hop,2002,250.77506,-6.188
bel canto,Rumour (Abstract Hip Hop Mix),electronic,1996,78.49751,-17.795
Elakelaiset,Laakista humppa,rock,1995,67.3171,-2.421
Daryl Hall & John Oates,Rich Girl,pop rock,1976,216.34567,-5.745
Arc Angels,See What Tomorrow Brings,blues-rock,1992,386.79465,-10.118
Heaven 17,I'm Your Money (12'' Extended Version) (2006 Digital Remaster),electronic,1981,311.43138,-9.796
Pictures of Then,When It Stings,rock,2009,182.83057,-6.865
The Cardigans,Explode,alternative rock,1998,274.05016,-6.848
Lit,Lovely Day,post-grunge,1999,246.80444,-3.93
Ai Ai Ai,Com Una Flama,rumba,1994,253.98812,-12.896
Call To Preserve,Hindsight,heavy metal,2008,44.30322,-2.03
Charly Garcia,Tango,rock,2003,162.71628,-10.257
John Mayer,Sannyasin,rock,1976,38.3473,-16.739
Cece Winans,Come On Back Home,ccm,1998,248.2673,-8.19
Kitaro,Earth Born,electronic,1983,173.45261,-30.712
Sandi Thom,I Wish I Was A Punk Rocker (With Flowers In My Hair),rock,2006,425.19465,-4.163
Behemoth,Hello Space Boy,death metal,2000,209.05751,-4.159
PATSY CLINE & WILLIE NELSON,Life's Railway To Heaven,rock,1991,175.41179,-6.939
Vulture Industries,The Benevolent Path,avantgarde metal,2007,379.29751,-3.738
Janet Jackson,Again (Instrumental),dance pop,1993,232.202,-17.938
Astarte,Voyage to eternal Life,black metal,1998,568.78975,-5.408
Bobaflex,Medicine,hard rock,2005,151.43138,-4.515
The Highwaymen,The Road Goes On Forever,folk-pop,1995,282.33098,-9.851
Ned Miller,From A Jack To A King,rock,1963,128.26077,-7.068
Digital Mystikz,Molten,dubstep,2006,299.49342,-6.304
Dendemann,Sachmagehtsnoch,hip hop,2006,221.98812,-6.131
John Mayall,Don't Waste My Time,blues-rock,1970,193.12281,-12.098
Zeca Baleiro,Telegrama,brazilian pop music,2002,364.72118,-10.202
Lizzy Borden,Love You to Pieces,heavy metal,1985,232.98567,-4.118
Radio Birdman,Zeno Beach,rock,2006,174.28853,-5.469
Weezer,Mykel And Carli,rock,2004,172.14649,-6.088
22-20s,Hold On,rock,2004,317.46567,-6.806
Cookies,Believe In What I Say,rap,2005,193.69751,-5.583
Life In Your Way,When Rules Change,emo,2005,198.05995,-4.62
Michael Stanley Band,Take The Time,rock,1982,335.09832,-8.928
Helen Hobson,Merry-Go-Round,soundtrack,1996,176.97914,-24.633
Mish Mash,Speechless,electronic,2006,211.90485,-7.963
FFH,Listen,ccm,2005,218.22649,-15.135
Roger Sanchez,Lost,electronic,2006,589.87057,-15.542
Steven Halpern,6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),meditation,2001,223.73832,-20.879
Non Stop DJs,Hydraulic Pimp,electro,2004,222.24934,-7.379
Little Milton,Lookin' for My Baby,blues,1994,175.82975,-11.798
Funeral For A Friend,Kicking And Screaming,emo,2008,205.16526,-3.862
Camp Lo,Black Connect 3,hip hop,2009,267.17995,-10.481
Dario Marianelli,The Harbour,jazz,2007,227.99628,-22.074
Eighteen Visions,Life's Blood,post-hardcore,1997,171.12771,-6.076
Pierre Perret,L'idole des femmes,electronic,1994,143.46404,-8.649
30 Seconds To Mars,End Of The Beginning,rock,2002,277.28934,-5.64
